country,NUTS0_ID,type_of_building,heating_equipment,year,heating_or_cooling,price_index_households_appliances,labour_cost_index_construction_sector,equipment_and_maintenance_index,specific_investment_costs,equipment_cost_ share,installation_cost_share,fixed_O_and_M,variable_O_and_M,technical_lifetime,total_annual_net_efficiency
Netherlands,NL,new SFH,Solar thermal,2050,heating,0.87,0.86,0.88,391,0.65,0.35,14.1,0,30,
Poland,PL,new SFH,Solar thermal,2050,heating,0.66,0.19,0.52,225,0.65,0.35,8.3,0,30,
Portugal,PT,new SFH,Solar thermal,2050,heating,1,0.3,0.77,342,0.65,0.35,12.4,0,30,
Romania,RO,new SFH,Solar thermal,2050,heating,0.8,0.11,0.57,251,0.65,0.35,9.1,0,30,
Slovakia,SK,new SFH,Solar thermal,2050,heating,0.81,0.24,0.66,274,0.65,0.35,10.6,0,30,
Slovenia,SI,new SFH,Solar thermal,2050,heating,0.88,0.3,0.73,305,0.65,0.35,11.8,0,30,
Spain,ES,new SFH,Solar thermal,2050,heating,0.89,0.51,0.82,343,0.65,0.35,13.1,0,30,
Sweden,SE,new SFH,Solar thermal,2050,heating,1.01,1.02,0.98,457,0.65,0.35,15.7,0,30,
United Kingdom,UK,new SFH,Solar thermal,2050,heating,0.87,0.71,0.85,368,0.65,0.35,13.6,0,30,
Austria,AT,new MFH,Solar thermal,2050,heating,0.82,0.81,0.9,350,0.65,0.35,2.7,0,30,
Belgium,BE,new MFH,Solar thermal,2050,heating,0.92,0.88,0.88,389,0.65,0.35,2.6,0,30,
Bulgaria,BG,new MFH,Solar thermal,2050,heating,0.73,0.09,0.52,218,0.65,0.35,1.5,0,30,
Croatia,HR,new MFH,Solar thermal,2050,heating,0.83,0.23,0.66,267,0.65,0.35,2,0,30,
Cyprus,CY,new MFH,Solar thermal,2050,heating,1.02,0.36,0.73,337,0.65,0.35,2.2,0,30,
Czech Republic,CZ,new MFH,Solar thermal,2050,heating,0.8,0.24,0.63,260,0.65,0.35,1.9,0,30,
Denmark,DK,new MFH,Solar thermal,2050,heating,1,1,1,429,0.65,0.35,3,0,30,
Estonia,EE,new MFH,Solar thermal,2050,heating,0.82,0.3,0.72,273,0.65,0.35,2.2,0,30,
Finland,FI,new MFH,Solar thermal,2050,heating,0.94,0.87,0.92,392,0.65,0.35,2.8,0,30,
France,FR,new MFH,Solar thermal,2050,heating,0.93,0.8,0.84,378,0.65,0.35,2.5,0,30,
Germany,DE,new MFH,Solar thermal,2050,heating,0.89,0.69,0.82,351,0.65,0.35,2.5,0,30,
Greece,EL,new MFH,Solar thermal,2050,heating,0.81,0.29,0.74,269,0.65,0.35,2.2,0,30,
Hungary,HU,new MFH,Solar thermal,2050,heating,0.76,0.15,0.57,235,0.65,0.35,1.7,0,30,
Ireland,IE,new MFH,Solar thermal,2050,heating,0.87,0.69,0.83,345,0.65,0.35,2.5,0,30,
Italy,IT,new MFH,Solar thermal,2050,heating,0.94,0.6,0.87,353,0.65,0.35,2.6,0,30,
Latvia,LV,new MFH,Solar thermal,2050,heating,0.76,0.19,0.68,241,0.65,0.35,2,0,30,
Lithuania,LT,new MFH,Solar thermal,2050,heating,0.81,0.18,0.66,253,0.65,0.35,2,0,30,
Luxembourg,LU,new MFH,Solar thermal,2050,heating,0.98,0.64,0.92,371,0.65,0.35,2.8,0,30,
Malta,MT,new MFH,Solar thermal,2050,heating,1.16,0.24,0.85,359,0.65,0.35,2.6,0,30,
Netherlands,NL,new MFH,Solar thermal,2050,heating,0.87,0.86,0.88,370,0.65,0.35,2.6,0,30,
Poland,PL,new MFH,Solar thermal,2050,heating,0.66,0.19,0.52,213,0.65,0.35,1.6,0,30,
Portugal,PT,new MFH,Solar thermal,2050,heating,1,0.3,0.77,324,0.65,0.35,2.3,0,30,
Romania,RO,new MFH,Solar thermal,2050,heating,0.8,0.11,0.57,238,0.65,0.35,1.7,0,30,
Slovakia,SK,new MFH,Solar thermal,2050,heating,0.81,0.24,0.66,260,0.65,0.35,2,0,30,
Slovenia,SI,new MFH,Solar thermal,2050,heating,0.88,0.3,0.73,289,0.65,0.35,2.2,0,30,
Spain,ES,new MFH,Solar thermal,2050,heating,0.89,0.51,0.82,325,0.65,0.35,2.5,0,30,
Sweden,SE,new MFH,Solar thermal,2050,heating,1.01,1.02,0.98,433,0.65,0.35,2.9,0,30,
United Kingdom,UK,new MFH,Solar thermal,2050,heating,0.87,0.71,0.85,348,0.65,0.35,2.5,0,30,
Austria,AT,new SFH,Electric heater,2015,heating,0.82,0.81,0.9,66,1,0,0,0,30,1
Belgium,BE,new SFH,Electric heater,2015,heating,0.92,0.88,0.88,74,1,0,0,0,30,1
Bulgaria,BG,new SFH,Electric heater,2015,heating,0.73,0.09,0.52,59,1,0,0,0,30,1
Croatia,HR,new SFH,Electric heater,2015,heating,0.83,0.23,0.66,67,1,0,0,0,30,1
Cyprus,CY,new SFH,Electric heater,2015,heating,1.02,0.36,0.73,81,1,0,0,0,30,1
Czech Republic,CZ,new SFH,Electric heater,2015,heating,0.8,0.24,0.63,64,1,0,0,0,30,1
Denmark,DK,new SFH,Electric heater,2015,heating,1,1,1,80,1,0,0,0,30,1
Estonia,EE,new SFH,Electric heater,2015,heating,0.82,0.3,0.72,66,1,0,0,0,30,1
Finland,FI,new SFH,Electric heater,2015,heating,0.94,0.87,0.92,75,1,0,0,0,30,1
France,FR,new SFH,Electric heater,2015,heating,0.93,0.8,0.84,74,1,0,0,0,30,1
Germany,DE,new SFH,Electric heater,2015,heating,0.89,0.69,0.82,71,1,0,0,0,30,1
Greece,EL,new SFH,Electric heater,2015,heating,0.81,0.29,0.74,65,1,0,0,0,30,1
Hungary,HU,new SFH,Electric heater,2015,heating,0.76,0.15,0.57,61,1,0,0,0,30,1
Ireland,IE,new SFH,Electric heater,2015,heating,0.87,0.69,0.83,69,1,0,0,0,30,1
Italy,IT,new SFH,Electric heater,2015,heating,0.94,0.6,0.87,76,1,0,0,0,30,1
Latvia,LV,new SFH,Electric heater,2015,heating,0.76,0.19,0.68,61,1,0,0,0,30,1
Lithuania,LT,new SFH,Electric heater,2015,heating,0.81,0.18,0.66,65,1,0,0,0,30,1
Luxembourg,LU,new SFH,Electric heater,2015,heating,0.98,0.64,0.92,79,1,0,0,0,30,1
Malta,MT,new SFH,Electric heater,2015,heating,1.16,0.24,0.85,93,1,0,0,0,30,1
Netherlands,NL,new SFH,Electric heater,2015,heating,0.87,0.86,0.88,69,1,0,0,0,30,1
Poland,PL,new SFH,Electric heater,2015,heating,0.66,0.19,0.52,53,1,0,0,0,30,1
Portugal,PT,new SFH,Electric heater,2015,heating,1,0.3,0.77,80,1,0,0,0,30,1
Romania,RO,new SFH,Electric heater,2015,heating,0.8,0.11,0.57,64,1,0,0,0,30,1
Slovakia,SK,new SFH,Electric heater,2015,heating,0.81,0.24,0.66,64,1,0,0,0,30,1
Slovenia,SI,new SFH,Electric heater,2015,heating,0.88,0.3,0.73,70,1,0,0,0,30,1
Spain,ES,new SFH,Electric heater,2015,heating,0.89,0.51,0.82,71,1,0,0,0,30,1
Sweden,SE,new SFH,Electric heater,2015,heating,1.01,1.02,0.98,80,1,0,0,0,30,1
United Kingdom,UK,new SFH,Electric heater,2015,heating,0.87,0.71,0.85,69,1,0,0,0,30,1
Austria,AT,new MFH,Electric heater,2015,heating,0.82,0.81,0.9,66,1,0,0,0,30,1
Belgium,BE,new MFH,Electric heater,2015,heating,0.92,0.88,0.88,74,1,0,0,0,30,1
Bulgaria,BG,new MFH,Electric heater,2015,heating,0.73,0.09,0.52,59,1,0,0,0,30,1
Croatia,HR,new MFH,Electric heater,2015,heating,0.83,0.23,0.66,67,1,0,0,0,30,1
Cyprus,CY,new MFH,Electric heater,2015,heating,1.02,0.36,0.73,81,1,0,0,0,30,1
Czech Republic,CZ,new MFH,Electric heater,2015,heating,0.8,0.24,0.63,64,1,0,0,0,30,1
Denmark,DK,new MFH,Electric heater,2015,heating,1,1,1,80,1,0,0,0,30,1
Estonia,EE,new MFH,Electric heater,2015,heating,0.82,0.3,0.72,66,1,0,0,0,30,1
Finland,FI,new MFH,Electric heater,2015,heating,0.94,0.87,0.92,75,1,0,0,0,30,1
France,FR,new MFH,Electric heater,2015,heating,0.93,0.8,0.84,74,1,0,0,0,30,1
Germany,DE,new MFH,Electric heater,2015,heating,0.89,0.69,0.82,71,1,0,0,0,30,1
Greece,EL,new MFH,Electric heater,2015,heating,0.81,0.29,0.74,65,1,0,0,0,30,1
Hungary,HU,new MFH,Electric heater,2015,heating,0.76,0.15,0.57,61,1,0,0,0,30,1
Ireland,IE,new MFH,Electric heater,2015,heating,0.87,0.69,0.83,69,1,0,0,0,30,1
Italy,IT,new MFH,Electric heater,2015,heating,0.94,0.6,0.87,76,1,0,0,0,30,1
Latvia,LV,new MFH,Electric heater,2015,heating,0.76,0.19,0.68,61,1,0,0,0,30,1
Lithuania,LT,new MFH,Electric heater,2015,heating,0.81,0.18,0.66,65,1,0,0,0,30,1
Luxembourg,LU,new MFH,Electric heater,2015,heating,0.98,0.64,0.92,79,1,0,0,0,30,1
Malta,MT,new MFH,Electric heater,2015,heating,1.16,0.24,0.85,93,1,0,0,0,30,1
Netherlands,NL,new MFH,Electric heater,2015,heating,0.87,0.86,0.88,69,1,0,0,0,30,1
Poland,PL,new MFH,Electric heater,2015,heating,0.66,0.19,0.52,53,1,0,0,0,30,1
Portugal,PT,new MFH,Electric heater,2015,heating,1,0.3,0.77,80,1,0,0,0,30,1
Romania,RO,new MFH,Electric heater,2015,heating,0.8,0.11,0.57,64,1,0,0,0,30,1
Slovakia,SK,new MFH,Electric heater,2015,heating,0.81,0.24,0.66,64,1,0,0,0,30,1
Slovenia,SI,new MFH,Electric heater,2015,heating,0.88,0.3,0.73,70,1,0,0,0,30,1
Spain,ES,new MFH,Electric heater,2015,heating,0.89,0.51,0.82,71,1,0,0,0,30,1
Sweden,SE,new MFH,Electric heater,2015,heating,1.01,1.02,0.98,80,1,0,0,0,30,1
United Kingdom,UK,new MFH,Electric heater,2015,heating,0.87,0.71,0.85,69,1,0,0,0,30,1
Austria,AT,new SFH,Electric heater,2020,heating,0.82,0.81,0.9,66,1,0,0,0,30,1
Belgium,BE,new SFH,Electric heater,2020,heating,0.92,0.88,0.88,74,1,0,0,0,30,1
Bulgaria,BG,new SFH,Electric heater,2020,heating,0.73,0.09,0.52,59,1,0,0,0,30,1
Croatia,HR,new SFH,Electric heater,2020,heating,0.83,0.23,0.66,67,1,0,0,0,30,1
Cyprus,CY,new SFH,Electric heater,2020,heating,1.02,0.36,0.73,81,1,0,0,0,30,1
Czech Republic,CZ,new SFH,Electric heater,2020,heating,0.8,0.24,0.63,64,1,0,0,0,30,1
Denmark,DK,new SFH,Electric heater,2020,heating,1,1,1,80,1,0,0,0,30,1
Estonia,EE,new SFH,Electric heater,2020,heating,0.82,0.3,0.72,66,1,0,0,0,30,1
Finland,FI,new SFH,Electric heater,2020,heating,0.94,0.87,0.92,75,1,0,0,0,30,1
France,FR,new SFH,Electric heater,2020,heating,0.93,0.8,0.84,74,1,0,0,0,30,1
Germany,DE,new SFH,Electric heater,2020,heating,0.89,0.69,0.82,71,1,0,0,0,30,1
Greece,EL,new SFH,Electric heater,2020,heating,0.81,0.29,0.74,65,1,0,0,0,30,1
Hungary,HU,new SFH,Electric heater,2020,heating,0.76,0.15,0.57,61,1,0,0,0,30,1
Ireland,IE,new SFH,Electric heater,2020,heating,0.87,0.69,0.83,69,1,0,0,0,30,1
Italy,IT,new SFH,Electric heater,2020,heating,0.94,0.6,0.87,76,1,0,0,0,30,1
Latvia,LV,new SFH,Electric heater,2020,heating,0.76,0.19,0.68,61,1,0,0,0,30,1
Lithuania,LT,new SFH,Electric heater,2020,heating,0.81,0.18,0.66,65,1,0,0,0,30,1
Luxembourg,LU,new SFH,Electric heater,2020,heating,0.98,0.64,0.92,79,1,0,0,0,30,1
Malta,MT,new SFH,Electric heater,2020,heating,1.16,0.24,0.85,93,1,0,0,0,30,1
Netherlands,NL,new SFH,Electric heater,2020,heating,0.87,0.86,0.88,69,1,0,0,0,30,1
Poland,PL,new SFH,Electric heater,2020,heating,0.66,0.19,0.52,53,1,0,0,0,30,1
Portugal,PT,new SFH,Electric heater,2020,heating,1,0.3,0.77,80,1,0,0,0,30,1
Romania,RO,new SFH,Electric heater,2020,heating,0.8,0.11,0.57,64,1,0,0,0,30,1
Slovakia,SK,new SFH,Electric heater,2020,heating,0.81,0.24,0.66,64,1,0,0,0,30,1
Slovenia,SI,new SFH,Electric heater,2020,heating,0.88,0.3,0.73,70,1,0,0,0,30,1
Spain,ES,new SFH,Electric heater,2020,heating,0.89,0.51,0.82,71,1,0,0,0,30,1
Sweden,SE,new SFH,Electric heater,2020,heating,1.01,1.02,0.98,80,1,0,0,0,30,1
United Kingdom,UK,new SFH,Electric heater,2020,heating,0.87,0.71,0.85,69,1,0,0,0,30,1
Austria,AT,new MFH,Electric heater,2020,heating,0.82,0.81,0.9,66,1,0,0,0,30,1
Belgium,BE,new MFH,Electric heater,2020,heating,0.92,0.88,0.88,74,1,0,0,0,30,1
Bulgaria,BG,new MFH,Electric heater,2020,heating,0.73,0.09,0.52,59,1,0,0,0,30,1
Croatia,HR,new MFH,Electric heater,2020,heating,0.83,0.23,0.66,67,1,0,0,0,30,1
Cyprus,CY,new MFH,Electric heater,2020,heating,1.02,0.36,0.73,81,1,0,0,0,30,1
Czech Republic,CZ,new MFH,Electric heater,2020,heating,0.8,0.24,0.63,64,1,0,0,0,30,1
Denmark,DK,new MFH,Electric heater,2020,heating,1,1,1,80,1,0,0,0,30,1
Estonia,EE,new MFH,Electric heater,2020,heating,0.82,0.3,0.72,66,1,0,0,0,30,1
Finland,FI,new MFH,Electric heater,2020,heating,0.94,0.87,0.92,75,1,0,0,0,30,1
France,FR,new MFH,Electric heater,2020,heating,0.93,0.8,0.84,74,1,0,0,0,30,1
Germany,DE,new MFH,Electric heater,2020,heating,0.89,0.69,0.82,71,1,0,0,0,30,1
Greece,EL,new MFH,Electric heater,2020,heating,0.81,0.29,0.74,65,1,0,0,0,30,1
Hungary,HU,new MFH,Electric heater,2020,heating,0.76,0.15,0.57,61,1,0,0,0,30,1
Ireland,IE,new MFH,Electric heater,2020,heating,0.87,0.69,0.83,69,1,0,0,0,30,1
Italy,IT,new MFH,Electric heater,2020,heating,0.94,0.6,0.87,76,1,0,0,0,30,1
Latvia,LV,new MFH,Electric heater,2020,heating,0.76,0.19,0.68,61,1,0,0,0,30,1
Lithuania,LT,new MFH,Electric heater,2020,heating,0.81,0.18,0.66,65,1,0,0,0,30,1
Luxembourg,LU,new MFH,Electric heater,2020,heating,0.98,0.64,0.92,79,1,0,0,0,30,1
Malta,MT,new MFH,Electric heater,2020,heating,1.16,0.24,0.85,93,1,0,0,0,30,1
Netherlands,NL,new MFH,Electric heater,2020,heating,0.87,0.86,0.88,69,1,0,0,0,30,1
Poland,PL,new MFH,Electric heater,2020,heating,0.66,0.19,0.52,53,1,0,0,0,30,1
Portugal,PT,new MFH,Electric heater,2020,heating,1,0.3,0.77,80,1,0,0,0,30,1
Romania,RO,new MFH,Electric heater,2020,heating,0.8,0.11,0.57,64,1,0,0,0,30,1
Slovakia,SK,new MFH,Electric heater,2020,heating,0.81,0.24,0.66,64,1,0,0,0,30,1
Slovenia,SI,new MFH,Electric heater,2020,heating,0.88,0.3,0.73,70,1,0,0,0,30,1
Spain,ES,new MFH,Electric heater,2020,heating,0.89,0.51,0.82,71,1,0,0,0,30,1
Sweden,SE,new MFH,Electric heater,2020,heating,1.01,1.02,0.98,80,1,0,0,0,30,1
United Kingdom,UK,new MFH,Electric heater,2020,heating,0.87,0.71,0.85,69,1,0,0,0,30,1
Austria,AT,new SFH,Electric heater,2030,heating,0.82,0.81,0.9,66,1,0,0,0,30,1
Belgium,BE,new SFH,Electric heater,2030,heating,0.92,0.88,0.88,74,1,0,0,0,30,1
Bulgaria,BG,new SFH,Electric heater,2030,heating,0.73,0.09,0.52,59,1,0,0,0,30,1
Croatia,HR,new SFH,Electric heater,2030,heating,0.83,0.23,0.66,67,1,0,0,0,30,1
Cyprus,CY,new SFH,Electric heater,2030,heating,1.02,0.36,0.73,81,1,0,0,0,30,1
Czech Republic,CZ,new SFH,Electric heater,2030,heating,0.8,0.24,0.63,64,1,0,0,0,30,1
Denmark,DK,new SFH,Electric heater,2030,heating,1,1,1,80,1,0,0,0,30,1
Estonia,EE,new SFH,Electric heater,2030,heating,0.82,0.3,0.72,66,1,0,0,0,30,1
Finland,FI,new SFH,Electric heater,2030,heating,0.94,0.87,0.92,75,1,0,0,0,30,1
France,FR,new SFH,Electric heater,2030,heating,0.93,0.8,0.84,74,1,0,0,0,30,1
Germany,DE,new SFH,Electric heater,2030,heating,0.89,0.69,0.82,71,1,0,0,0,30,1
Greece,EL,new SFH,Electric heater,2030,heating,0.81,0.29,0.74,65,1,0,0,0,30,1
Hungary,HU,new SFH,Electric heater,2030,heating,0.76,0.15,0.57,61,1,0,0,0,30,1
Ireland,IE,new SFH,Electric heater,2030,heating,0.87,0.69,0.83,69,1,0,0,0,30,1
Italy,IT,new SFH,Electric heater,2030,heating,0.94,0.6,0.87,76,1,0,0,0,30,1
Latvia,LV,new SFH,Electric heater,2030,heating,0.76,0.19,0.68,61,1,0,0,0,30,1
Lithuania,LT,new SFH,Electric heater,2030,heating,0.81,0.18,0.66,65,1,0,0,0,30,1
Luxembourg,LU,new SFH,Electric heater,2030,heating,0.98,0.64,0.92,79,1,0,0,0,30,1
Malta,MT,new SFH,Electric heater,2030,heating,1.16,0.24,0.85,93,1,0,0,0,30,1
Netherlands,NL,new SFH,Electric heater,2030,heating,0.87,0.86,0.88,69,1,0,0,0,30,1
Poland,PL,new SFH,Electric heater,2030,heating,0.66,0.19,0.52,53,1,0,0,0,30,1
Portugal,PT,new SFH,Electric heater,2030,heating,1,0.3,0.77,80,1,0,0,0,30,1
Romania,RO,new SFH,Electric heater,2030,heating,0.8,0.11,0.57,64,1,0,0,0,30,1
Slovakia,SK,new SFH,Electric heater,2030,heating,0.81,0.24,0.66,64,1,0,0,0,30,1
Slovenia,SI,new SFH,Electric heater,2030,heating,0.88,0.3,0.73,70,1,0,0,0,30,1
Spain,ES,new SFH,Electric heater,2030,heating,0.89,0.51,0.82,71,1,0,0,0,30,1
Sweden,SE,new SFH,Electric heater,2030,heating,1.01,1.02,0.98,80,1,0,0,0,30,1
United Kingdom,UK,new SFH,Electric heater,2030,heating,0.87,0.71,0.85,69,1,0,0,0,30,1
Austria,AT,new MFH,Electric heater,2030,heating,0.82,0.81,0.9,66,1,0,0,0,30,1
Belgium,BE,new MFH,Electric heater,2030,heating,0.92,0.88,0.88,74,1,0,0,0,30,1
Bulgaria,BG,new MFH,Electric heater,2030,heating,0.73,0.09,0.52,59,1,0,0,0,30,1
Croatia,HR,new MFH,Electric heater,2030,heating,0.83,0.23,0.66,67,1,0,0,0,30,1
Cyprus,CY,new MFH,Electric heater,2030,heating,1.02,0.36,0.73,81,1,0,0,0,30,1
Czech Republic,CZ,new MFH,Electric heater,2030,heating,0.8,0.24,0.63,64,1,0,0,0,30,1
Denmark,DK,new MFH,Electric heater,2030,heating,1,1,1,80,1,0,0,0,30,1
Estonia,EE,new MFH,Electric heater,2030,heating,0.82,0.3,0.72,66,1,0,0,0,30,1
Finland,FI,new MFH,Electric heater,2030,heating,0.94,0.87,0.92,75,1,0,0,0,30,1
France,FR,new MFH,Electric heater,2030,heating,0.93,0.8,0.84,74,1,0,0,0,30,1
Germany,DE,new MFH,Electric heater,2030,heating,0.89,0.69,0.82,71,1,0,0,0,30,1
Greece,EL,new MFH,Electric heater,2030,heating,0.81,0.29,0.74,65,1,0,0,0,30,1
Hungary,HU,new MFH,Electric heater,2030,heating,0.76,0.15,0.57,61,1,0,0,0,30,1
Ireland,IE,new MFH,Electric heater,2030,heating,0.87,0.69,0.83,69,1,0,0,0,30,1
Italy,IT,new MFH,Electric heater,2030,heating,0.94,0.6,0.87,76,1,0,0,0,30,1
Latvia,LV,new MFH,Electric heater,2030,heating,0.76,0.19,0.68,61,1,0,0,0,30,1
Lithuania,LT,new MFH,Electric heater,2030,heating,0.81,0.18,0.66,65,1,0,0,0,30,1
Luxembourg,LU,new MFH,Electric heater,2030,heating,0.98,0.64,0.92,79,1,0,0,0,30,1
Malta,MT,new MFH,Electric heater,2030,heating,1.16,0.24,0.85,93,1,0,0,0,30,1
Netherlands,NL,new MFH,Electric heater,2030,heating,0.87,0.86,0.88,69,1,0,0,0,30,1
Poland,PL,new MFH,Electric heater,2030,heating,0.66,0.19,0.52,53,1,0,0,0,30,1
Portugal,PT,new MFH,Electric heater,2030,heating,1,0.3,0.77,80,1,0,0,0,30,1
Romania,RO,new MFH,Electric heater,2030,heating,0.8,0.11,0.57,64,1,0,0,0,30,1
Slovakia,SK,new MFH,Electric heater,2030,heating,0.81,0.24,0.66,64,1,0,0,0,30,1
Slovenia,SI,new MFH,Electric heater,2030,heating,0.88,0.3,0.73,70,1,0,0,0,30,1
Spain,ES,new MFH,Electric heater,2030,heating,0.89,0.51,0.82,71,1,0,0,0,30,1
Sweden,SE,new MFH,Electric heater,2030,heating,1.01,1.02,0.98,80,1,0,0,0,30,1
United Kingdom,UK,new MFH,Electric heater,2030,heating,0.87,0.71,0.85,69,1,0,0,0,30,1
Austria,AT,new SFH,Electric heater,2050,heating,0.82,0.81,0.9,66,1,0,0,0,30,1
Belgium,BE,new SFH,Electric heater,2050,heating,0.92,0.88,0.88,74,1,0,0,0,30,1
Bulgaria,BG,new SFH,Electric heater,2050,heating,0.73,0.09,0.52,59,1,0,0,0,30,1
Croatia,HR,new SFH,Electric heater,2050,heating,0.83,0.23,0.66,67,1,0,0,0,30,1
Cyprus,CY,new SFH,Electric heater,2050,heating,1.02,0.36,0.73,81,1,0,0,0,30,1
Czech Republic,CZ,new SFH,Electric heater,2050,heating,0.8,0.24,0.63,64,1,0,0,0,30,1
Denmark,DK,new SFH,Electric heater,2050,heating,1,1,1,80,1,0,0,0,30,1
Estonia,EE,new SFH,Electric heater,2050,heating,0.82,0.3,0.72,66,1,0,0,0,30,1
Finland,FI,new SFH,Electric heater,2050,heating,0.94,0.87,0.92,75,1,0,0,0,30,1
France,FR,new SFH,Electric heater,2050,heating,0.93,0.8,0.84,74,1,0,0,0,30,1
Germany,DE,new SFH,Electric heater,2050,heating,0.89,0.69,0.82,71,1,0,0,0,30,1
Greece,EL,new SFH,Electric heater,2050,heating,0.81,0.29,0.74,65,1,0,0,0,30,1
Hungary,HU,new SFH,Electric heater,2050,heating,0.76,0.15,0.57,61,1,0,0,0,30,1
Ireland,IE,new SFH,Electric heater,2050,heating,0.87,0.69,0.83,69,1,0,0,0,30,1
Italy,IT,new SFH,Electric heater,2050,heating,0.94,0.6,0.87,76,1,0,0,0,30,1
Latvia,LV,new SFH,Electric heater,2050,heating,0.76,0.19,0.68,61,1,0,0,0,30,1
Lithuania,LT,new SFH,Electric heater,2050,heating,0.81,0.18,0.66,65,1,0,0,0,30,1
Luxembourg,LU,new SFH,Electric heater,2050,heating,0.98,0.64,0.92,79,1,0,0,0,30,1
Malta,MT,new SFH,Electric heater,2050,heating,1.16,0.24,0.85,93,1,0,0,0,30,1
Netherlands,NL,new SFH,Electric heater,2050,heating,0.87,0.86,0.88,69,1,0,0,0,30,1
Poland,PL,new SFH,Electric heater,2050,heating,0.66,0.19,0.52,53,1,0,0,0,30,1
Portugal,PT,new SFH,Electric heater,2050,heating,1,0.3,0.77,80,1,0,0,0,30,1
Romania,RO,new SFH,Electric heater,2050,heating,0.8,0.11,0.57,64,1,0,0,0,30,1
Slovakia,SK,new SFH,Electric heater,2050,heating,0.81,0.24,0.66,64,1,0,0,0,30,1
Slovenia,SI,new SFH,Electric heater,2050,heating,0.88,0.3,0.73,70,1,0,0,0,30,1
Spain,ES,new SFH,Electric heater,2050,heating,0.89,0.51,0.82,71,1,0,0,0,30,1
Sweden,SE,new SFH,Electric heater,2050,heating,1.01,1.02,0.98,80,1,0,0,0,30,1
United Kingdom,UK,new SFH,Electric heater,2050,heating,0.87,0.71,0.85,69,1,0,0,0,30,1
Austria,AT,new MFH,Electric heater,2050,heating,0.82,0.81,0.9,66,1,0,0,0,30,1
Belgium,BE,new MFH,Electric heater,2050,heating,0.92,0.88,0.88,74,1,0,0,0,30,1
Bulgaria,BG,new MFH,Electric heater,2050,heating,0.73,0.09,0.52,59,1,0,0,0,30,1
Croatia,HR,new MFH,Electric heater,2050,heating,0.83,0.23,0.66,67,1,0,0,0,30,1
Cyprus,CY,new MFH,Electric heater,2050,heating,1.02,0.36,0.73,81,1,0,0,0,30,1
Czech Republic,CZ,new MFH,Electric heater,2050,heating,0.8,0.24,0.63,64,1,0,0,0,30,1
Denmark,DK,new MFH,Electric heater,2050,heating,1,1,1,80,1,0,0,0,30,1
Estonia,EE,new MFH,Electric heater,2050,heating,0.82,0.3,0.72,66,1,0,0,0,30,1
Finland,FI,new MFH,Electric heater,2050,heating,0.94,0.87,0.92,75,1,0,0,0,30,1
France,FR,new MFH,Electric heater,2050,heating,0.93,0.8,0.84,74,1,0,0,0,30,1
Germany,DE,new MFH,Electric heater,2050,heating,0.89,0.69,0.82,71,1,0,0,0,30,1
Greece,EL,new MFH,Electric heater,2050,heating,0.81,0.29,0.74,65,1,0,0,0,30,1
Hungary,HU,new MFH,Electric heater,2050,heating,0.76,0.15,0.57,61,1,0,0,0,30,1
Ireland,IE,new MFH,Electric heater,2050,heating,0.87,0.69,0.83,69,1,0,0,0,30,1
Italy,IT,new MFH,Electric heater,2050,heating,0.94,0.6,0.87,76,1,0,0,0,30,1
Latvia,LV,new MFH,Electric heater,2050,heating,0.76,0.19,0.68,61,1,0,0,0,30,1
Lithuania,LT,new MFH,Electric heater,2050,heating,0.81,0.18,0.66,65,1,0,0,0,30,1
Luxembourg,LU,new MFH,Electric heater,2050,heating,0.98,0.64,0.92,79,1,0,0,0,30,1
Malta,MT,new MFH,Electric heater,2050,heating,1.16,0.24,0.85,93,1,0,0,0,30,1
Netherlands,NL,new MFH,Electric heater,2050,heating,0.87,0.86,0.88,69,1,0,0,0,30,1
Poland,PL,new MFH,Electric heater,2050,heating,0.66,0.19,0.52,53,1,0,0,0,30,1
Portugal,PT,new MFH,Electric heater,2050,heating,1,0.3,0.77,80,1,0,0,0,30,1
Romania,RO,new MFH,Electric heater,2050,heating,0.8,0.11,0.57,64,1,0,0,0,30,1
Slovakia,SK,new MFH,Electric heater,2050,heating,0.81,0.24,0.66,64,1,0,0,0,30,1
Slovenia,SI,new MFH,Electric heater,2050,heating,0.88,0.3,0.73,70,1,0,0,0,30,1
Spain,ES,new MFH,Electric heater,2050,heating,0.89,0.51,0.82,71,1,0,0,0,30,1
Sweden,SE,new MFH,Electric heater,2050,heating,1.01,1.02,0.98,80,1,0,0,0,30,1
United Kingdom,UK,new MFH,Electric heater,2050,heating,0.87,0.71,0.85,69,1,0,0,0,30,1
Austria,AT,service,Bio-oil boiler,2015,heating,0.82,0.81,0.9,143,0.7,0.3,3,0.025,20,0.88
Belgium,BE,service,Bio-oil boiler,2015,heating,0.92,0.88,0.88,159,0.7,0.3,3,0.025,20,0.88
Bulgaria,BG,service,Bio-oil boiler,2015,heating,0.73,0.09,0.52,95,0.7,0.3,2,0.025,20,0.88
Croatia,HR,service,Bio-oil boiler,2015,heating,0.83,0.23,0.66,114,0.7,0.3,2,0.025,20,0.88
Cyprus,CY,service,Bio-oil boiler,2015,heating,1.02,0.36,0.73,144,0.7,0.3,3,0.025,20,0.88
Czech Republic,CZ,service,Bio-oil boiler,2015,heating,0.8,0.24,0.63,111,0.7,0.3,2,0.025,20,0.88
